Producto,Cantidad,Precio_Unitario,Fecha_Venta,Vendedor
Mouse, 2,195 USD,2026.01.01,Carlos López
Teclado,cuatro,498 USD,2026.01.01,Jorge Romero
Laptop,3 ,645 USD,2026-01-01,Luis Fernández
Mouse, 2,368 USD,2026-01-01,Elena Torres
Teclado,5,873 USD,01-01-2026,Andrés Benítez
Monitor, 2,379 USD,01-01-2026,Diego Díaz
Laptop,5,579 USD,2026-01-01,Jorge Romero
Laptop,1,505 USD,01-01-2026,Facundo Acosta
Mouse,3 ,258 USD,2026.01.01,Ana Martínez
Teclado,5,898 USD,01-01-2026,Jorge Romero
Mouse,5,297 USD,01-01-2026,Sofía Giménez
Laptop,cuatro,773 USD,2026.01.01,Diego Díaz
Laptop,1,548 USD,2026.01.01,Pedro Gómez
Monitor, 2,875 USD,2026.01.01,Carlos López
Teclado,cuatro,97 USD,2026-01-01,María García
Teclado,1,336 USD,01-01-2026,Sara Ruiz
Teclado,5,772 USD,2026.01.01,Elena Torres
Mouse,5,337 USD,2026-01-01,Diego Díaz
Laptop, 2,584 USD,2026-01-01,Sara Ruiz
Teclado, 2,868 USD,2026-01-01,Sofía Giménez
Teclado,cuatro,764 USD,01-01-2026,Sofía Giménez
Mouse,1,617 USD,2026.01.01,Diego Díaz
Monitor,1,261 USD,2026-01-01,Luis Fernández
Mouse,5,918 USD,2026.01.01,Facundo Acosta
Laptop,3 ,379 USD,2026.01.01,Jorge Romero
Monitor, 2,310 USD,2026.01.01,Diego Díaz
Monitor,1,639 USD,2026.01.01,María García
Teclado,3 ,594 USD,01-01-2026,María García
Monitor,cuatro,302 USD,01-01-2026,Facundo Acosta
Monitor,5,390 USD,2026-01-01,Diego Díaz
Laptop,5,912 USD,2026-01-01,Ana Martínez
Teclado,3 ,307 USD,2026.01.01,Andrés Benítez
Teclado,3 ,996 USD,2026-01-01,Lucía Sánchez
Teclado, 2,479 USD,2026.01.01,Sofía Giménez
Teclado, 2,85 USD,2026.01.01,Pedro Gómez
Laptop,5,400 USD,01-01-2026,Luis Fernández
Monitor,5,609 USD,2026.01.01,Jorge Romero
Monitor, 2,385 USD,01-01-2026,Facundo Acosta
Laptop, 2,50 USD,2026-01-01,Facundo Acosta
Mouse,5,703 USD,2026-01-01,Elena Torres
Monitor,5,221 USD,01-01-2026,Valeria Sosa
Monitor,cuatro,345 USD,2026-01-01,Juan Pérez
Laptop, 2,411 USD,2026-01-01,Elena Torres
Mouse,1,698 USD,01-01-2026,Lucía Sánchez
Monitor, 2,41 USD,01-01-2026,Luis Fernández
Mouse,5,194 USD,2026-01-01,Carlos López
Laptop,1,111 USD,01-01-2026,Lucía Sánchez
Monitor, 2,148 USD,01-01-2026,Elena Torres
Mouse, 2,325 USD,2026-01-01,María García
Teclado,3 ,573 USD,2026-01-01,Lucía Sánchez
Mouse, 2,229 USD,2026.01.01,Andrés Benítez
Monitor,3 ,434 USD,2026-01-01,Juan Pérez
Mouse,5,565 USD,2026.01.01,Lucía Sánchez
Laptop,3 ,212 USD,01-01-2026,Pedro Gómez
Mouse,1,926 USD,2026-01-01,Juan Pérez
Teclado,cuatro,485 USD,01-01-2026,Luis Fernández
Laptop,5,348 USD,2026.01.01,Valeria Sosa
Monitor,cuatro,934 USD,2026-01-01,Diego Díaz
Monitor,3 ,740 USD,2026-01-01,María García
Mouse,5,180 USD,2026.01.01,Facundo Acosta
Monitor,3 ,477 USD,2026.01.01,Sara Ruiz
Laptop,1,210 USD,2026.01.01,Jorge Romero
Laptop,1,257 USD,2026-01-01,Lucía Sánchez
Teclado, 2,196 USD,2026-01-01,Ana Martínez
Monitor,1,53 USD,2026.01.01,Sofía Giménez
Mouse,1,174 USD,2026.01.01,Juan Pérez
Mouse,3 ,530 USD,01-01-2026,Juan Pérez
Teclado,3 ,216 USD,2026-01-01,Pedro Gómez
Mouse,5,700 USD,01-01-2026,María García
Laptop,3 ,175 USD,01-01-2026,Jorge Romero
Teclado,cuatro,400 USD,2026.01.01,Lucía Sánchez
Mouse,5,592 USD,01-01-2026,Pedro Gómez
Teclado,1,342 USD,01-01-2026,Pedro Gómez
Mouse,1,792 USD,2026-01-01,María García
Laptop,cuatro,975 USD,2026.01.01,Sara Ruiz
Teclado,5,705 USD,01-01-2026,Pedro Gómez
Monitor, 2,921 USD,2026-01-01,Pedro Gómez
Mouse, 2,565 USD,2026.01.01,Ana Martínez
Teclado,3 ,515 USD,01-01-2026,Andrés Benítez
Laptop,cuatro,563 USD,01-01-2026,María García
Monitor,cuatro,973 USD,2026.01.01,Jorge Romero
Teclado,cuatro,612 USD,2026-01-01,Elena Torres
Laptop,1,225 USD,2026.01.01,Luis Fernández
Monitor,3 ,889 USD,2026.01.01,Andrés Benítez
Teclado,5,449 USD,2026-01-01,Pedro Gómez
Laptop,5,296 USD,01-01-2026,Luis Fernández
Laptop, 2,532 USD,2026.01.01,Sofía Giménez
Teclado,3 ,325 USD,2026.01.01,Lucía Sánchez
Laptop,cuatro,65 USD,2026.01.01,Luis Fernández
Mouse,1,261 USD,2026-01-01,Valeria Sosa
Laptop,1,67 USD,2026.01.01,Ana Martínez
Laptop,5,99 USD,2026.01.01,Andrés Benítez
Monitor,1,457 USD,2026.01.01,Valeria Sosa
Mouse,1,81 USD,2026-01-01,Juan Pérez
Mouse,3 ,266 USD,2026.01.01,Sofía Giménez
Teclado,1,26 USD,01-01-2026,Ana Martínez
Teclado,3 ,163 USD,01-01-2026,Valeria Sosa
Monitor,1,374 USD,2026-01-01,Jorge Romero
Mouse,cuatro,942 USD,2026.01.01,María García
Mouse,5,779 USD,01-01-2026,Facundo Acosta
Teclado,3 ,853 USD,01-01-2026,Sofía Giménez
Laptop,3 ,810 USD,01-01-2026,Jorge Romero
Laptop,3 ,530 USD,2026-01-01,Elena Torres
Mouse, 2,884 USD,01-01-2026,Facundo Acosta
Teclado,cuatro,770 USD,2026.01.01,Luis Fernández
Mouse,cuatro,66 USD,2026-01-01,Sara Ruiz
Mouse,3 ,571 USD,01-01-2026,Pedro Gómez
Teclado, 2,580 USD,2026.01.01,Valeria Sosa
Mouse,cuatro,663 USD,2026-01-01,Sara Ruiz
Mouse, 2,127 USD,2026.01.01,Andrés Benítez
Teclado,1,486 USD,2026-01-01,Diego Díaz
Laptop,1,220 USD,01-01-2026,Diego Díaz
Monitor,5,134 USD,2026-01-01,María García
Laptop, 2,447 USD,01-01-2026,Lucía Sánchez
Mouse,1,666 USD,01-01-2026,Sofía Giménez
Teclado,3 ,826 USD,2026-01-01,Sofía Giménez
Teclado,1,406 USD,2026-01-01,Andrés Benítez
Mouse,5,376 USD,2026.01.01,Ana Martínez
Mouse,1,777 USD,01-01-2026,Elena Torres
Teclado, 2,423 USD,2026.01.01,Sofía Giménez
Mouse,1,335 USD,01-01-2026,Juan Pérez
Monitor,5,64 USD,2026.01.01,Carlos López
Monitor,1,366 USD,2026-01-01,Pedro Gómez
Monitor,5,458 USD,2026-01-01,Carlos López
Laptop,5,972 USD,01-01-2026,María García
Laptop,1,115 USD,2026-01-01,Elena Torres
Laptop,1,798 USD,2026.01.01,Pedro Gómez
Mouse,5,271 USD,2026.01.01,Ana Martínez
Mouse,1,73 USD,01-01-2026,Valeria Sosa
Laptop,5,285 USD,2026.01.01,Pedro Gómez
Teclado,1,452 USD,2026-01-01,Facundo Acosta
Monitor,5,649 USD,2026.01.01,Valeria Sosa
Monitor,5,912 USD,2026.01.01,Elena Torres
Mouse, 2,143 USD,2026-01-01,Diego Díaz
Mouse,5,85 USD,2026.01.01,Diego Díaz
Monitor,5,144 USD,2026.01.01,Juan Pérez
Mouse, 2,342 USD,01-01-2026,Valeria Sosa
Mouse, 2,389 USD,2026-01-01,Ana Martínez
Monitor,3 ,838 USD,2026-01-01,Pedro Gómez
Mouse,5,605 USD,01-01-2026,Ana Martínez
Laptop,3 ,611 USD,2026.01.01,Luis Fernández
Laptop,1,245 USD,2026.01.01,Facundo Acosta
Laptop,5,141 USD,2026.01.01,Lucía Sánchez
Mouse,cuatro,157 USD,2026-01-01,Sofía Giménez
Monitor,cuatro,393 USD,2026-01-01,Diego Díaz
Teclado, 2,458 USD,2026-01-01,Diego Díaz
Mouse,3 ,794 USD,2026-01-01,Carlos López
Teclado,1,378 USD,2026-01-01,Diego Díaz
Teclado,cuatro,729 USD,01-01-2026,Elena Torres
Monitor,3 ,770 USD,2026.01.01,Sofía Giménez
Laptop,3 ,907 USD,2026-01-01,Andrés Benítez
Laptop,3 ,379 USD,2026-01-01,Juan Pérez
Monitor,1,106 USD,2026.01.01,Carlos López
Laptop,cuatro,274 USD,2026-01-01,Luis Fernández
Laptop, 2,107 USD,01-01-2026,Facundo Acosta
Monitor, 2,689 USD,01-01-2026,Luis Fernández
Teclado, 2,271 USD,2026-01-01,Elena Torres
Mouse,1,139 USD,2026.01.01,Andrés Benítez
Laptop,5,905 USD,01-01-2026,Facundo Acosta
Mouse,3 ,536 USD,01-01-2026,Diego Díaz
Mouse,5,761 USD,2026.01.01,Ana Martínez
Monitor,5,774 USD,2026-01-01,Carlos López
Monitor,1,500 USD,2026-01-01,Elena Torres
Laptop,1,743 USD,2026.01.01,Elena Torres
Teclado,cuatro,426 USD,01-01-2026,Juan Pérez
Laptop,cuatro,586 USD,2026-01-01,Sara Ruiz
Mouse, 2,475 USD,01-01-2026,Andrés Benítez
Teclado,cuatro,55 USD,2026.01.01,Juan Pérez
Monitor, 2,1000 USD,01-01-2026,Sofía Giménez
Laptop,cuatro,527 USD,2026.01.01,Sara Ruiz
Teclado,5,948 USD,2026.01.01,Lucía Sánchez
Mouse,cuatro,118 USD,2026.01.01,Juan Pérez
Monitor,5,483 USD,2026.01.01,Jorge Romero
Teclado, 2,528 USD,2026-01-01,Ana Martínez
Teclado,1,541 USD,2026-01-01,Ana Martínez
Teclado,cuatro,871 USD,01-01-2026,Pedro Gómez
Mouse,5,264 USD,01-01-2026,Diego Díaz
Mouse,5,451 USD,2026.01.01,Sara Ruiz
Mouse,5,33 USD,01-01-2026,Diego Díaz
Mouse,3 ,356 USD,2026-01-01,Jorge Romero
Monitor,1,913 USD,2026-01-01,Valeria Sosa
Teclado,5,595 USD,01-01-2026,Pedro Gómez
Laptop, 2,454 USD,01-01-2026,Ana Martínez
Mouse,5,43 USD,2026-01-01,Carlos López
Mouse,1,757 USD,2026-01-01,Sara Ruiz
Laptop,1,860 USD,2026.01.01,Jorge Romero
Mouse,5,149 USD,2026-01-01,Facundo Acosta
Mouse,3 ,86 USD,2026-01-01,Lucía Sánchez
Teclado, 2,738 USD,2026.01.01,María García
Laptop,5,389 USD,2026.01.01,Juan Pérez
Mouse,1,84 USD,2026-01-01,Pedro Gómez
Teclado,3 ,317 USD,2026.01.01,Pedro Gómez
Laptop, 2,626 USD,2026-01-01,Luis Fernández
Laptop,5,406 USD,2026-01-01,Elena Torres
Mouse,cuatro,896 USD,2026.01.01,Juan Pérez
Laptop,cuatro,640 USD,01-01-2026,Sara Ruiz
Teclado,5,746 USD,01-01-2026,Luis Fernández
Mouse,cuatro,776 USD,2026.01.01,Jorge Romero
Mouse,1,269 USD,2026-01-01,Elena Torres
Teclado, 2,559 USD,2026-01-01,Lucía Sánchez
Mouse,3 ,845 USD,01-01-2026,Elena Torres
Monitor,5,429 USD,2026.01.01,Luis Fernández
Teclado,5,588 USD,2026-01-01,Andrés Benítez
Mouse,3 ,244 USD,2026-01-01,Carlos López
Mouse,1,638 USD,01-01-2026,Carlos López
Monitor,cuatro,134 USD,2026.01.01,Pedro Gómez
Mouse,5,815 USD,01-01-2026,Andrés Benítez
Laptop,1,530 USD,2026.01.01,Juan Pérez
Laptop,1,194 USD,2026.01.01,Pedro Gómez
Mouse,3 ,220 USD,2026-01-01,Valeria Sosa
Laptop,cuatro,86 USD,2026.01.01,Valeria Sosa
Monitor, 2,881 USD,2026-01-01,Luis Fernández
Mouse, 2,598 USD,01-01-2026,Juan Pérez
Monitor,cuatro,205 USD,01-01-2026,Pedro Gómez
Teclado, 2,611 USD,2026.01.01,Facundo Acosta
Monitor, 2,19 USD,2026.01.01,Facundo Acosta
Laptop,5,61 USD,2026.01.01,Facundo Acosta
Laptop,3 ,991 USD,2026.01.01,Andrés Benítez
Teclado,1,810 USD,2026.01.01,Juan Pérez
Monitor, 2,722 USD,01-01-2026,Carlos López
Laptop,cuatro,895 USD,2026-01-01,Diego Díaz
Laptop,1,649 USD,01-01-2026,Valeria Sosa
Laptop,3 ,674 USD,01-01-2026,Valeria Sosa
Laptop,cuatro,586 USD,2026-01-01,Jorge Romero
Laptop,3 ,867 USD,01-01-2026,Ana Martínez
Mouse,3 ,691 USD,2026-01-01,Lucía Sánchez
Mouse,3 ,863 USD,01-01-2026,Carlos López
Monitor, 2,675 USD,2026.01.01,Pedro Gómez
Laptop,cuatro,177 USD,01-01-2026,Juan Pérez
Mouse, 2,175 USD,01-01-2026,Luis Fernández
Mouse,3 ,114 USD,2026.01.01,Elena Torres
Mouse,cuatro,399 USD,2026-01-01,Juan Pérez
Teclado,1,648 USD,2026-01-01,Diego Díaz
Teclado,3 ,859 USD,01-01-2026,Sofía Giménez
Laptop,3 ,320 USD,01-01-2026,María García
Monitor,cuatro,897 USD,2026-01-01,Juan Pérez
Teclado,5,940 USD,2026.01.01,Diego Díaz
Laptop,cuatro,796 USD,01-01-2026,Pedro Gómez
Teclado,cuatro,403 USD,2026-01-01,Facundo Acosta
Monitor, 2,630 USD,2026.01.01,Diego Díaz
Laptop,5,144 USD,2026.01.01,Luis Fernández
Laptop,1,875 USD,01-01-2026,Jorge Romero
Teclado,1,846 USD,2026.01.01,Luis Fernández
Mouse,5,346 USD,2026.01.01,Juan Pérez
Teclado,1,950 USD,2026.01.01,Jorge Romero
Teclado, 2,143 USD,2026-01-01,Carlos López
Mouse,3 ,217 USD,2026-01-01,Luis Fernández
Mouse,cuatro,829 USD,01-01-2026,Sofía Giménez
Teclado, 2,554 USD,2026.01.01,Diego Díaz
Mouse, 2,332 USD,01-01-2026,Juan Pérez
Mouse, 2,106 USD,2026.01.01,Pedro Gómez
Teclado, 2,630 USD,01-01-2026,María García
Monitor,5,381 USD,01-01-2026,Pedro Gómez
Monitor,5,226 USD,2026.01.01,Jorge Romero
Teclado,1,304 USD,2026.01.01,Juan Pérez
Monitor,3 ,445 USD,2026.01.01,María García
Mouse,1,996 USD,2026.01.01,María García
Monitor,cuatro,758 USD,2026-01-01,Diego Díaz
Teclado,1,462 USD,01-01-2026,Andrés Benítez
Teclado,cuatro,454 USD,2026.01.01,Juan Pérez
Teclado,1,544 USD,2026.01.01,Sara Ruiz
Teclado,3 ,174 USD,01-01-2026,Sofía Giménez
Mouse, 2,277 USD,2026-01-01,Carlos López
Mouse,cuatro,494 USD,2026-01-01,Elena Torres
Laptop,5,294 USD,01-01-2026,Diego Díaz
Monitor, 2,937 USD,2026.01.01,Sara Ruiz
Teclado,cuatro,951 USD,2026-01-01,Luis Fernández
Laptop,3 ,940 USD,01-01-2026,Elena Torres
Laptop,cuatro,299 USD,01-01-2026,María García
Teclado, 2,526 USD,2026-01-01,Jorge Romero
Teclado,3 ,176 USD,2026-01-01,Luis Fernández
Monitor, 2,532 USD,2026.01.01,Andrés Benítez
Teclado, 2,482 USD,2026-01-01,Jorge Romero
Laptop,1,877 USD,2026-01-01,Lucía Sánchez
Monitor, 2,575 USD,2026.01.01,Jorge Romero
Mouse,5,394 USD,2026-01-01,Pedro Gómez
Mouse,3 ,898 USD,01-01-2026,Facundo Acosta
Laptop,5,355 USD,2026.01.01,Lucía Sánchez
Laptop,cuatro,255 USD,01-01-2026,Sara Ruiz
Monitor,5,683 USD,2026-01-01,Sara Ruiz
Teclado,cuatro,753 USD,01-01-2026,Lucía Sánchez
Teclado,5,926 USD,2026-01-01,Ana Martínez
Laptop, 2,626 USD,2026.01.01,Ana Martínez
Laptop,3 ,480 USD,01-01-2026,Carlos López
Laptop,1,674 USD,2026.01.01,Diego Díaz
Teclado,3 ,706 USD,01-01-2026,Pedro Gómez
Monitor,cuatro,395 USD,2026.01.01,Andrés Benítez
Laptop, 2,146 USD,2026-01-01,Facundo Acosta
Laptop,5,296 USD,2026.01.01,Elena Torres
Teclado,5,413 USD,2026-01-01,Diego Díaz
Laptop,cuatro,820 USD,01-01-2026,Jorge Romero
Teclado,cuatro,684 USD,01-01-2026,Carlos López
Teclado, 2,561 USD,2026-01-01,Ana Martínez
Monitor, 2,677 USD,2026.01.01,Juan Pérez
Laptop,cuatro,66 USD,2026.01.01,Juan Pérez
Mouse,3 ,489 USD,01-01-2026,Luis Fernández
Mouse,3 ,440 USD,2026-01-01,María García
Mouse,5,237 USD,2026.01.01,Pedro Gómez
Mouse,cuatro,668 USD,2026.01.01,Juan Pérez
Teclado,5,187 USD,01-01-2026,Diego Díaz
Laptop,5,351 USD,2026-01-01,Sara Ruiz
Mouse,3 ,170 USD,01-01-2026,Ana Martínez
Laptop,cuatro,831 USD,2026-01-01,Andrés Benítez
Monitor,5,657 USD,2026.01.01,Pedro Gómez
Monitor,cuatro,794 USD,2026-01-01,Elena Torres
Laptop, 2,32 USD,2026.01.01,Ana Martínez
Laptop, 2,94 USD,2026.01.01,Ana Martínez
Mouse,5,296 USD,2026.01.01,Lucía Sánchez
Monitor, 2,808 USD,2026.01.01,Facundo Acosta
Mouse,3 ,250 USD,2026.01.01,Pedro Gómez
Laptop,cuatro,823 USD,01-01-2026,Andrés Benítez
Teclado, 2,176 USD,2026.01.01,Elena Torres
Teclado,5,196 USD,2026.01.01,Sara Ruiz
Teclado,1,438 USD,2026-01-01,Sofía Giménez
Teclado,cuatro,949 USD,2026.01.01,Valeria Sosa
Mouse,3 ,615 USD,2026.01.01,Juan Pérez
Monitor,1,419 USD,01-01-2026,Ana Martínez
Monitor, 2,532 USD,2026-01-01,Jorge Romero
Mouse, 2,718 USD,2026-01-01,Valeria Sosa
Teclado, 2,197 USD,2026.01.01,Luis Fernández
Teclado,5,490 USD,2026-01-01,Sara Ruiz
Mouse,cuatro,613 USD,2026.01.01,Pedro Gómez
Teclado,3 ,442 USD,2026-01-01,Lucía Sánchez
Mouse,5,261 USD,01-01-2026,Sofía Giménez
Monitor,3 ,815 USD,2026-01-01,Pedro Gómez
Mouse,cuatro,568 USD,01-01-2026,Ana Martínez
Mouse,5,188 USD,2026-01-01,Luis Fernández
Monitor,1,659 USD,2026.01.01,Pedro Gómez
Monitor,1,266 USD,01-01-2026,Ana Martínez
Mouse,3 ,765 USD,2026-01-01,Elena Torres
Laptop,1,793 USD,2026.01.01,Sara Ruiz
Mouse,cuatro,449 USD,2026-01-01,Elena Torres
Teclado,cuatro,924 USD,2026-01-01,Carlos López
Laptop,3 ,311 USD,2026-01-01,Luis Fernández
Laptop,3 ,676 USD,2026.01.01,Diego Díaz
Teclado,3 ,974 USD,2026.01.01,Diego Díaz
Monitor,3 ,962 USD,2026-01-01,Andrés Benítez
Mouse,1,817 USD,2026.01.01,Luis Fernández
Teclado, 2,376 USD,01-01-2026,Pedro Gómez
Monitor, 2,512 USD,2026-01-01,Elena Torres
Teclado,5,615 USD,2026-01-01,Carlos López
Laptop, 2,520 USD,2026-01-01,Lucía Sánchez
Teclado,1,517 USD,01-01-2026,Elena Torres
Mouse, 2,133 USD,2026.01.01,María García
Teclado,cuatro,293 USD,2026-01-01,Pedro Gómez
Teclado,cuatro,616 USD,2026.01.01,Ana Martínez
Monitor,5,791 USD,2026.01.01,Sara Ruiz
Mouse,cuatro,229 USD,01-01-2026,Jorge Romero
Mouse,1,714 USD,2026.01.01,Elena Torres
Laptop,3 ,806 USD,2026.01.01,Elena Torres
Laptop,3 ,302 USD,01-01-2026,Ana Martínez
Teclado,1,295 USD,2026-01-01,Elena Torres
Monitor,cuatro,986 USD,01-01-2026,Valeria Sosa
Laptop, 2,233 USD,01-01-2026,Andrés Benítez
Mouse,5,123 USD,01-01-2026,Elena Torres
Teclado,cuatro,45 USD,2026.01.01,Carlos López
Laptop,cuatro,398 USD,2026-01-01,Juan Pérez
Laptop,1,574 USD,2026-01-01,Juan Pérez
Mouse, 2,322 USD,01-01-2026,Luis Fernández
Mouse, 2,521 USD,2026.01.01,Elena Torres
Teclado,5,35 USD,2026.01.01,María García
Mouse,1,149 USD,01-01-2026,Ana Martínez
Laptop,5,85 USD,2026.01.01,Ana Martínez
Mouse,1,510 USD,2026-01-01,Ana Martínez
Mouse,5,724 USD,01-01-2026,Sofía Giménez
Mouse,5,210 USD,2026.01.01,Juan Pérez
Teclado,cuatro,348 USD,2026.01.01,Jorge Romero
Teclado,1,808 USD,2026.01.01,María García
Laptop,5,311 USD,01-01-2026,Diego Díaz
Mouse,5,137 USD,2026.01.01,Andrés Benítez
Monitor,cuatro,997 USD,01-01-2026,Carlos López
Laptop,cuatro,73 USD,2026-01-01,Ana Martínez
Teclado,3 ,432 USD,2026.01.01,Sofía Giménez
Laptop,1,410 USD,2026.01.01,Lucía Sánchez
Monitor,cuatro,745 USD,2026.01.01,Sara Ruiz
Mouse,cuatro,694 USD,2026-01-01,Lucía Sánchez
Teclado,cuatro,586 USD,2026-01-01,Jorge Romero
Mouse,cuatro,382 USD,2026.01.01,Lucía Sánchez
Teclado, 2,328 USD,2026.01.01,Andrés Benítez
Laptop,3 ,867 USD,2026.01.01,Andrés Benítez
Monitor,1,530 USD,2026-01-01,Lucía Sánchez
Monitor, 2,147 USD,2026-01-01,Sofía Giménez
Laptop,1,533 USD,01-01-2026,Lucía Sánchez
Monitor, 2,510 USD,2026-01-01,Sara Ruiz
Monitor, 2,524 USD,2026-01-01,Pedro Gómez
Teclado,5,232 USD,2026.01.01,Luis Fernández
Laptop, 2,770 USD,2026-01-01,Pedro Gómez
Monitor,5,782 USD,2026-01-01,Ana Martínez
Teclado,1,943 USD,01-01-2026,Juan Pérez
Teclado,cuatro,980 USD,2026.01.01,Sofía Giménez
Monitor, 2,430 USD,01-01-2026,Ana Martínez
Teclado,5,844 USD,01-01-2026,Elena Torres
Laptop,1,914 USD,2026-01-01,Ana Martínez
Teclado,1,454 USD,01-01-2026,María García
Monitor,5,353 USD,01-01-2026,Luis Fernández
Mouse, 2,150 USD,2026.01.01,Sofía Giménez
Teclado, 2,539 USD,2026-01-01,Sara Ruiz
Teclado,1,230 USD,2026-01-01,Jorge Romero
Monitor,5,946 USD,2026.01.01,María García
Monitor, 2,986 USD,01-01-2026,Pedro Gómez
Teclado,5,660 USD,2026.01.01,Diego Díaz
Laptop,cuatro,796 USD,01-01-2026,Sara Ruiz
Mouse, 2,294 USD,2026-01-01,Facundo Acosta
Laptop,1,33 USD,2026.01.01,Pedro Gómez
Teclado,cuatro,851 USD,2026-01-01,Elena Torres
Laptop,5,598 USD,2026.01.01,Diego Díaz
Mouse,5,44 USD,2026.01.01,María García
Teclado,cuatro,110 USD,2026-01-01,Jorge Romero
Mouse,3 ,469 USD,01-01-2026,Sofía Giménez
Teclado,3 ,473 USD,2026-01-01,Diego Díaz
Mouse,3 ,613 USD,2026-01-01,Juan Pérez
Mouse,3 ,900 USD,01-01-2026,Valeria Sosa
Mouse,1,803 USD,01-01-2026,Lucía Sánchez
Teclado, 2,740 USD,2026-01-01,Jorge Romero
Monitor,3 ,348 USD,01-01-2026,María García
Teclado,5,458 USD,2026.01.01,Lucía Sánchez
Teclado,1,702 USD,01-01-2026,Juan Pérez
Mouse,5,277 USD,2026.01.01,Juan Pérez
Mouse,3 ,437 USD,01-01-2026,Sofía Giménez
Laptop,1,339 USD,2026.01.01,Lucía Sánchez
Monitor,5,860 USD,2026.01.01,Sofía Giménez
Laptop,1,830 USD,2026.01.01,Lucía Sánchez
Monitor,3 ,617 USD,2026.01.01,Elena Torres
Mouse,3 ,136 USD,2026.01.01,Sara Ruiz
Monitor,5,307 USD,01-01-2026,Diego Díaz
Monitor,cuatro,140 USD,2026-01-01,Jorge Romero
Laptop,5,784 USD,01-01-2026,Sara Ruiz
Laptop,5,382 USD,2026-01-01,Valeria Sosa
Monitor, 2,473 USD,01-01-2026,Carlos López
Monitor,5,315 USD,2026-01-01,Elena Torres
Laptop,5,480 USD,2026.01.01,Lucía Sánchez
Mouse, 2,114 USD,01-01-2026,Elena Torres
Monitor,cuatro,808 USD,01-01-2026,Valeria Sosa
Teclado,3 ,321 USD,2026.01.01,Elena Torres
Laptop,3 ,603 USD,01-01-2026,Lucía Sánchez
Monitor,3 ,854 USD,01-01-2026,Lucía Sánchez
Mouse, 2,21 USD,2026-01-01,Carlos López
Mouse,5,630 USD,2026-01-01,Jorge Romero
Mouse,cuatro,581 USD,2026-01-01,Andrés Benítez
Laptop,3 ,936 USD,2026-01-01,Pedro Gómez
Teclado,3 ,926 USD,2026-01-01,Carlos López
Mouse, 2,680 USD,01-01-2026,Valeria Sosa
Teclado, 2,974 USD,2026.01.01,Sara Ruiz
Laptop, 2,592 USD,2026-01-01,Elena Torres
Mouse,5,533 USD,2026-01-01,Carlos López
Laptop,3 ,809 USD,2026-01-01,Sara Ruiz
Monitor,5,547 USD,2026-01-01,María García
Teclado,3 ,971 USD,01-01-2026,María García
Mouse,5,785 USD,01-01-2026,Elena Torres
Mouse, 2,619 USD,2026.01.01,Luis Fernández
Mouse, 2,464 USD,2026-01-01,Sofía Giménez
Teclado,cuatro,258 USD,2026.01.01,Jorge Romero
Monitor, 2,658 USD,2026.01.01,Pedro Gómez
Laptop,5,372 USD,01-01-2026,Luis Fernández
Mouse,cuatro,709 USD,01-01-2026,Andrés Benítez
Mouse, 2,650 USD,01-01-2026,Facundo Acosta
Teclado,cuatro,114 USD,2026.01.01,Andrés Benítez
Monitor,1,609 USD,01-01-2026,Jorge Romero
Mouse,cuatro,699 USD,2026-01-01,Sofía Giménez
Laptop,cuatro,939 USD,01-01-2026,Juan Pérez
Laptop, 2,676 USD,2026.01.01,Jorge Romero
Monitor,3 ,788 USD,2026.01.01,Carlos López
Monitor, 2,976 USD,2026-01-01,Diego Díaz
Monitor, 2,609 USD,01-01-2026,Sara Ruiz
Laptop,5,453 USD,01-01-2026,María García
Monitor,5,939 USD,01-01-2026,Jorge Romero
Teclado,5,573 USD,2026.01.01,Luis Fernández
Mouse,3 ,122 USD,2026.01.01,María García
Laptop,cuatro,432 USD,2026.01.01,Carlos López
Mouse,cuatro,685 USD,2026.01.01,Pedro Gómez
Laptop,cuatro,204 USD,01-01-2026,María García
Monitor,5,336 USD,2026.01.01,Luis Fernández
Mouse,cuatro,802 USD,2026-01-01,Luis Fernández
Mouse, 2,740 USD,2026-01-01,Jorge Romero
Teclado,1,378 USD,2026.01.01,Sofía Giménez
Monitor,5,816 USD,2026.01.01,Andrés Benítez
Monitor,5,70 USD,2026-01-01,Diego Díaz
Mouse,1,875 USD,2026.01.01,Jorge Romero
Mouse, 2,751 USD,2026-01-01,Ana Martínez
Monitor,1,820 USD,2026.01.01,Sofía Giménez
Mouse,1,65 USD,2026-01-01,Diego Díaz
Laptop,3 ,693 USD,2026.01.01,Jorge Romero
Laptop,cuatro,613 USD,2026-01-01,María García
Mouse,3 ,29 USD,2026-01-01,Elena Torres
Teclado, 2,622 USD,01-01-2026,Carlos López
Laptop,cuatro,127 USD,01-01-2026,Andrés Benítez
Teclado,3 ,959 USD,2026-01-01,Andrés Benítez
Mouse,5,829 USD,01-01-2026,Ana Martínez
Mouse,1,705 USD,2026-01-01,Pedro Gómez
Laptop,cuatro,482 USD,01-01-2026,Sara Ruiz
Teclado,cuatro,876 USD,2026.01.01,Lucía Sánchez
Laptop, 2,47 USD,2026.01.01,Valeria Sosa
Laptop,cuatro,69 USD,01-01-2026,Facundo Acosta
Teclado,1,636 USD,2026.01.01,Andrés Benítez
Teclado,5,753 USD,01-01-2026,Luis Fernández
Mouse,1,87 USD,2026-01-01,Pedro Gómez
